,created_at_hour,id,full_text,compound,sentiment
8955,2021-09-12 00:00:00+00:00,1436842871072731140,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8954,2021-09-12 00:00:00+00:00,1436842881323577346,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8953,2021-09-12 00:00:00+00:00,1436842992510320642,Congratulations Emma Raducanu!!!! #USOpen #USOpen2021 #USOpenFinal #GrandSlam #tennis https://t.co/2DWLUBRyK9,0.7243,Positive
8952,2021-09-12 00:00:00+00:00,1436843061208920068,"Our Bromley ""A/Level girl of 🇷🇴 Romanian/Chinese blood wins #USOPENFINAL. 
BRITISH when you win a tennis tournament but #immigrant when you miss football penalties. 
@pritipatel
GMB's Adil Ray sparks backlash over comments about Emma Raducanu's background https://t.co/Htz7Y7JljA",0.431,Positive
8951,2021-09-12 00:00:00+00:00,1436843077327491075,"Emma Raducanu wins U.S. Open 2021 https://t.co/J13o5MtMAM 
@EmmaRaducanu 
@EmmaraducanuF 
#USOpen #USOpenFinal 
#GrandSlam #LeylahFernandez https://t.co/rhspvq1nb0",0.5719,Positive
8950,2021-09-12 00:00:00+00:00,1436843103542038529,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8949,2021-09-12 00:00:00+00:00,1436843150031654914,@C4Sport @EmmaRaducanu @Channel4 @the_LTA Well done @C4Sport and @Channel4 for negotiating with Amazon Prime and broadcasting this historic #USOpenFinal.,0.4215,Positive
8948,2021-09-12 00:00:00+00:00,1436843150434189317,"We may never witness another qualifier win a Grand Slam title by advancing through qualifiers and the main draw without dropping a single set! 😱 Hats off to both teenagers, especially #EmmaRaducanu! 🎾👑

#USOpen #USOpenFinal #USOpenTennis #GrandSlam https://t.co/hXzm0iOBIk",0.6988,Positive
8947,2021-09-12 00:00:00+00:00,1436843255623294976,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8946,2021-09-12 00:00:00+00:00,1436843335168233473,"RT @MiniSardar: Congratulations to @EmmaRaducanu, what a phenomenal win and tournament! #USOpenFinal",0.8398,Positive
8945,2021-09-12 00:00:00+00:00,1436843415992479746,@Bradley_Morton @tottenhammad123 @piersmorgan @EmmaRaducanu Piers knows all about whining and walking off so it's no wonder he can recognise true character and brilliance as shown by @EmmaRaducanu  #USOpenFinal,0.5141,Positive
8944,2021-09-12 00:00:00+00:00,1436843432140550151,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8943,2021-09-12 00:00:00+00:00,1436843508342611971,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8942,2021-09-12 00:00:00+00:00,1436843744750280706,Is this good? #USOpenFinal #USOpen #EmmaRaducanu https://t.co/7bPHwzZUso,0.4404,Positive
8941,2021-09-12 00:00:00+00:00,1436843752249827329,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8940,2021-09-12 00:00:00+00:00,1436843768649424897,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8939,2021-09-12 00:00:00+00:00,1436843773208760323,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8938,2021-09-12 00:00:00+00:00,1436843792032698368,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8937,2021-09-12 00:00:00+00:00,1436843866926223360,RT @Beard8ro: Haters will Hate … #USOpen #USOpenFinal #USOpen2021  @pritipatel Don’t you just love GREAT BRITAIN 🇬🇧,0.4824,Positive
8936,2021-09-12 00:00:00+00:00,1436843883313332226,"RT @Stuart_PhotoAFC: Unbelievable from Emma Raducanu, apart from some bloke who got sacked by the Daily Mirror the whole country were suppo…",0.2023,Positive
8935,2021-09-12 00:00:00+00:00,1436843950078406656,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8934,2021-09-12 00:00:00+00:00,1436844045473570819,Let's take a moment to thank the people of Twitter who convinced Emma Raducanu to go on an intensive 3 week 'mental toughness' course to bring her to victory #USOpenFinal,0.6124,Positive
8933,2021-09-12 00:00:00+00:00,1436844050175324163,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8932,2021-09-12 00:00:00+00:00,1436844061395243013,"RT @Stuart_PhotoAFC: Unbelievable from Emma Raducanu, apart from some bloke who got sacked by the Daily Mirror the whole country were suppo…",0.2023,Positive
8931,2021-09-12 00:00:00+00:00,1436844093280227331,"Ladies and Gentlemen, I present... Emma Raducanu, our women's singles champion of the US Open 2021! 💛💫

#EmmaRaducanu #USOpen #USOpen2021 #USOpenFinal #tennis https://t.co/dmLqUP1J0I",0.636,Positive
8930,2021-09-12 00:00:00+00:00,1436844120144703495,".@EmmaRaducanu was born in Canada to a Romanian father and Chinese mother. She immigrated to the UK.

The Brexit folks and the Royal Family can sit this one out thanks.
#USOpen #USOpenFinal https://t.co/TpDCeSTt2S",0.4404,Positive
8929,2021-09-12 00:00:00+00:00,1436844170698711041,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8928,2021-09-12 00:00:00+00:00,1436844186809126912,¡Qué linda final #USOpenFinal! Gracias @leylahfernandez y @EmmaRaducanu,0.0,Neutral
8927,2021-09-12 00:00:00+00:00,1436844209366093826,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8926,2021-09-12 00:00:00+00:00,1436844211232382979,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8925,2021-09-12 00:00:00+00:00,1436844251627671553,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8924,2021-09-12 00:00:00+00:00,1436844253146136580,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8923,2021-09-12 00:00:00+00:00,1436844269776613378,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8922,2021-09-12 00:00:00+00:00,1436844276382670848,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8921,2021-09-12 00:00:00+00:00,1436844276542066696,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8920,2021-09-12 00:00:00+00:00,1436844346767257607,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8919,2021-09-12 00:00:00+00:00,1436844350642655235,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8918,2021-09-12 00:00:00+00:00,1436844384339873798,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8917,2021-09-12 00:00:00+00:00,1436844461888262144,"Emma Raducanu * Sweet Caroline * 

after US Open final win 2021 in New York 

against Leylah Fernandez

CONGRATULATIONS 

#GrandSlam #USOpenFinal #USOpen #tennis #SweetCaroline #Eurosport #EmmaRaducanu #leylahanniefernandez #NewYork #Final https://t.co/q5Tc5uWoQr",0.9087,Positive
8916,2021-09-12 00:00:00+00:00,1436844528527233029,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8915,2021-09-12 00:00:00+00:00,1436844553441583114,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8914,2021-09-12 00:00:00+00:00,1436844630239285251,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8913,2021-09-12 00:00:00+00:00,1436844635515719685,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8912,2021-09-12 00:00:00+00:00,1436844671402086408,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8911,2021-09-12 00:00:00+00:00,1436844690872147980,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8910,2021-09-12 00:00:00+00:00,1436844717371703303,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8909,2021-09-12 00:00:00+00:00,1436844735021322243,"@DrRosena No remember this, @EmmaRaducanu is a brilliant tennis player and role model to all of us. Gracious, tenacious, eloquent and so much more at a young age. Her ethnicity is irrelevant. #USOpenFinal #USOpen",0.7351,Positive
8908,2021-09-12 00:00:00+00:00,1436844811315724288,History maker.  #Defiant #dogged #determined #dedication and #dominant #USOpenFinal https://t.co/3yRBLxQ5Rq,0.0,Neutral
8907,2021-09-12 00:00:00+00:00,1436844820417421314,"RT @McLarenF1: Sending positive vibes and wishing @EmmaRaducanu all the best for today’s #USOpenFinal! 🎾🇬🇧

#SendIt, Emma! 🙌 https://t.co/T…",0.8829,Positive
8906,2021-09-12 00:00:00+00:00,1436844824259448842,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8905,2021-09-12 00:00:00+00:00,1436844871893995526,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8904,2021-09-12 00:00:00+00:00,1436844873307484161,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8903,2021-09-12 00:00:00+00:00,1436845032544292866,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8902,2021-09-12 00:00:00+00:00,1436845063305408520,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8901,2021-09-12 00:00:00+00:00,1436845085921005571,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8900,2021-09-12 00:00:00+00:00,1436845100487909376,RT @Bowx_: Asking Tim Henman how Emma’s achievement compares to his semi finals #USOpenFinal https://t.co/syUh02IcpL,0.0,Neutral
8899,2021-09-12 00:00:00+00:00,1436845102769573889,#EmmaRaducanu Sports Personality of the Year #USOpen2021 #USOpenFinal #USOpenTennis  #USOpen,0.0,Neutral
8898,2021-09-12 00:00:00+00:00,1436845125179695109,RT @annettedittert: Maybe Britain shd allow a lot more migrant mixed race 2 year old children into the country instead of trying to push th…,0.2263,Positive
8897,2021-09-12 00:00:00+00:00,1436845256134250503,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8896,2021-09-12 00:00:00+00:00,1436845283682529283,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8895,2021-09-12 00:00:00+00:00,1436845301214633985,"RT @FootballAndAll: Emma Răducanu began her US Open campaign in qualifying, she has won the tournament without dropping a single set! No qu…",0.4199,Positive
8894,2021-09-12 00:00:00+00:00,1436845361675579392,"Can you research the records and see if ANY grand slam winner has ever gone through a tourament without losing a set in any match?

#EmmaRaducanu #USOpen #USOpen2021 #USOpenFinal https://t.co/TEc1tG1Bzs",0.7494,Positive
8893,2021-09-12 00:00:00+00:00,1436845375579508737,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8892,2021-09-12 00:00:00+00:00,1436845406072213504,Just chilling out watching the #USOpenFinal with my son Prince Andrew,-0.0258,Negative
8891,2021-09-12 00:00:00+00:00,1436845410379870219,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8890,2021-09-12 00:00:00+00:00,1436845455221174278,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8889,2021-09-12 00:00:00+00:00,1436845592064495621,RT @rudepundit: How great are Raducanu and Fernandez at the #USOpenFinal? Just the break from cynicism and egotism we all needed.,0.0,Neutral
8888,2021-09-12 00:00:00+00:00,1436845668832722948,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8887,2021-09-12 00:00:00+00:00,1436845686390022145,"RT @Stuart_PhotoAFC: Unbelievable from Emma Raducanu, apart from some bloke who got sacked by the Daily Mirror the whole country were suppo…",0.2023,Positive
8886,2021-09-12 00:00:00+00:00,1436845893454606338,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8885,2021-09-12 00:00:00+00:00,1436845955362562051,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8884,2021-09-12 00:00:00+00:00,1436845975696404485,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8883,2021-09-12 00:00:00+00:00,1436845996005277698,"RT @OfSelina: 🎶England’s Got A New Queen🎶

#EmmaRaducanu 
#USOpenFinal 
#USOpen  
#USOpen2021 https://t.co/f52rSCHgUY",0.0,Neutral
8882,2021-09-12 00:00:00+00:00,1436846015051669506,"A virtually #PhenomenalFlawless display from #EmmaRaducanu in her #MaidenGrandSlam #USOpenFinal Both EmmaRaducanu &amp; #LelahFernandez Congrats to both, #Prodigy  &lt;https://t.co/ryn9RcDwGN",0.5267,Positive
8881,2021-09-12 00:00:00+00:00,1436846034202742785,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8880,2021-09-12 00:00:00+00:00,1436846064502456321,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8879,2021-09-12 00:00:00+00:00,1436846075206381570,"RT @tongs_ya_bass: Great performance by the Canadian / Romanian / Chinese girl. 👍
#EmmaRaducanu 
#USOpenFinal",0.6249,Positive
8878,2021-09-12 00:00:00+00:00,1436846104335814659,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8877,2021-09-12 00:00:00+00:00,1436846116775944196,"Congratulations @EmmaRaducanu
💐💐
@Kieran_drake @AlexWEllis @sophierossuk #USOpen #USOpen2021 #USOpenFinal @ambtstirumurti  
@RhiannonUKGov https://t.co/2lh3XRy1LV",0.5994,Positive
8876,2021-09-12 00:00:00+00:00,1436846216734777348,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8875,2021-09-12 00:00:00+00:00,1436846282111340545,"RT @Kwamzfinesse: Damn Emma. What. A Performance. Grand Slam Champion. Finally, @andy_murray has company in the titles department. Take a b…",0.3818,Positive
8874,2021-09-12 00:00:00+00:00,1436846315523149824,RT @annettedittert: Maybe Britain shd allow a lot more migrant mixed race 2 year old children into the country instead of trying to push th…,0.2263,Positive
8873,2021-09-12 00:00:00+00:00,1436846422083526657,"Congratulations to the 🇬🇧UK’s new 🎾 tennis star ⁦@EmmaRaducanu⁩ for her brilliant @usopen women's singles final WIN 🏆. 

History made. #usopenfinal

Emma Raducanu makes tennis history with US Open final win https://t.co/kJ0H9WHC53",0.9519,Positive
8872,2021-09-12 00:00:00+00:00,1436846467973632008,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8871,2021-09-12 00:00:00+00:00,1436846551327023116,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8870,2021-09-12 00:00:00+00:00,1436846647573684226,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8869,2021-09-12 00:00:00+00:00,1436846656918417410,"RT @SandRussellArt: Congratulations to @EmmaRaducanu!!
#USOpen Champion! 
👩🏻🎾🏆👏😊❤️
#EmmaRaducanu @usopen  #USOpen2021 #USOpenFinal #tennis…",0.865,Positive
8868,2021-09-12 00:00:00+00:00,1436846657245638661,"RT @Kwamzfinesse: Damn Emma. What. A Performance. Grand Slam Champion. Finally, @andy_murray has company in the titles department. Take a b…",0.3818,Positive
8867,2021-09-12 00:00:00+00:00,1436846669501448192,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8866,2021-09-12 00:00:00+00:00,1436846792579158021,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8865,2021-09-12 00:00:00+00:00,1436846867544002563,#USOpenFinal officials during #Raducanu's medical timeout... https://t.co/00qxuWh9HK,0.0,Neutral
8864,2021-09-12 00:00:00+00:00,1436846940394860544,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8863,2021-09-12 00:00:00+00:00,1436846979376635904,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8862,2021-09-12 00:00:00+00:00,1436846997395415045,"RT @Configa: The champ is here!!! #EmmaRaducanu 🇬🇧🇬🇧🇬🇧 

Not one set dropped in 10 matches (including qualifiers). Really awesome!!!👏👏👏

#R…",0.6449,Positive
8861,2021-09-12 00:00:00+00:00,1436847068052602881,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8860,2021-09-12 00:00:00+00:00,1436847083579977731,"Not watched tennis for a long time.
It's been a closed shop for years. 
But watching tonights #USOpenFinal highlighted just how good it can be.
All the usual suspects beaten and 2 young women having a great final game.
Great watch overall.
If they are future of then bring it on.",0.8847,Positive
8859,2021-09-12 00:00:00+00:00,1436847101846110211,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8858,2021-09-12 00:00:00+00:00,1436847146511257601,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8857,2021-09-12 00:00:00+00:00,1436847274609586177,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8856,2021-09-12 00:00:00+00:00,1436847306750496775,"RT @MrCJCalvert: Yes Yes Yes !! 

She’s done it !! #EmmaRaducanu is the #USOpen Champion 🏆

Making history for #TeamGB 

Can’t believe how…",0.9212,Positive
8855,2021-09-12 00:00:00+00:00,1436847409858940928,#Raducanu is what it is but only one Kanu for this podcast #USOpenFinal #kanu #nwankwo #FootballIsNice https://t.co/5nw4cntSRO,0.0,Neutral
8854,2021-09-12 00:00:00+00:00,1436847413482778627,"RT @ProfAsifAhmed: @christophclarey “Talent hits a target no one else can hit. Genius hits a target no one else can see.”

Warmest congratu…",-0.1779,Negative
8853,2021-09-12 00:00:00+00:00,1436847433305178115,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8852,2021-09-12 00:00:00+00:00,1436847462510104580,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8851,2021-09-12 00:00:00+00:00,1436847576905551872,"RT @stephenfry: What a glorious day for two remarkable young women. Yes, it may be ‘only’ sport, but in that ‘only’ there can be found so m…",0.6956,Positive
8850,2021-09-12 00:00:00+00:00,1436847638725414921,RT @rorybremner: BREAKING: Education Secretary Gavin Williamson first to congratulate new British US Open Champion Mako Vunipola. #USOpen #…,0.7964,Positive
8849,2021-09-12 00:00:00+00:00,1436847717989367811,I’m struggling to think of a bigger sporting shock than this. Just incredible!!! #USOpenFinal 🎾🏆 https://t.co/XL5BcG6JXY,-0.7412,Negative
